,0
657,1307.5680772581677
658,1316.522320051249
659,1322.4151122357462
660,1319.063524151185
661,1318.9434672645739
662,1308.1283427290198
663,1314.6714430493273
664,1321.4246429212044
665,1315.701931326073
666,1302.7057733504162
667,1303.9463611787314
668,1307.0278212684175
669,1328.357928122998
670,1317.642850992953
671,1306.6076221652786
672,1292.580975912876
673,1296.2227014734144
674,1285.2074821268416
675,1275.9731065983342
676,1275.8030260089683
677,1272.6215185137733
678,1270.8906983984625
679,1259.0851045483664
680,1260.7458914798203
681,1257.9545688661112
682,1258.6048770019217
683,1264.2375459320947
684,1254.3728717488789
685,1259.9355074951952
686,1260.8059199231259
687,1258.8650002562458
688,1258.0145973094168
689,1245.2785625880842
690,1242.5272589365788
691,1253.2223265855218
692,1269.1898925048044
693,1262.6868111467006
694,1255.8535733504164
695,1247.1094301089045
696,1250.130861755285
697,1249.1604019218448
698,1248.6401554131967
699,1249.7907005765533
700,1285.1974773862908
701,1258.6448959641255
702,1275.4228458680332
703,1276.0031208199869
704,1268.4795559256884
705,1270.9507268417678
706,1277.1936849455476
707,1284.1269701473414
708,1266.3385414477898
709,1252.4219473414475
710,1255.7135069827032
711,1259.2351756566302
712,1265.2280152466365
713,1263.5772330557334
714,1260.0055406790516
715,1255.4433789878283
716,1244.898382447149
717,1248.6101411915438
718,1236.314315054452
719,1234.373395387572
720,1230.6616366431774
721,1224.7988586803328
722,1223.7183467008326
723,1214.64404702114
724,1221.7274033311978
725,1213.6435729660473
726,1214.0537673286353
727,1212.4430040999357
728,1209.3815534913517
729,1203.0985764253683
730,1209.3815534913517
731,1198.1662393337604
732,1196.2753433696346
733,1184.5998111467006
734,1170.5331459320946
735,1191.883262267777
736,1195.565006790519
737,1191.7431959000637
738,1178.1367487508007
739,1168.5722167841127
740,1166.3411596412554
741,1163.3697516976297
742,1157.3368931454195
743,1140.1387441383727
744,1126.9024723894938
745,1150.3035605381165
746,1173.1043642536836
747,1154.9557648942982
748,1139.5684739269698
749,1140.6389811659192
750,1134.205932991672
751,1131.1644918641896
752,1129.4536812299805
753,1125.1316333119794
754,1134.6961652786672
755,1145.3412092248557
756,1142.0896685458038
757,1148.682792568866
758,1148.662783087764
759,1138.0277438821267
760,1142.0396448430492
761,1136.6771039077512
762,1137.3374167841125
763,1133.3755395259448
764,1132.0949327354258
765,1135.04633119795
766,1142.059654324151
767,1149.3931291479819
768,1145.4812755925686
769,1139.218308007687
770,1139.8586114029467
771,1139.1382700832798
772,1137.9176917360664
773,1132.1149422165279
774,1132.345051249199
775,1145.7914225496477
776,1140.2988199871877
777,1134.7962126841767
778,1135.3764876361306
779,1131.0444349775785
